directory,artifact,directory_readme,local_explanation,same_name_explanation,covered,importance
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_constraint_summary.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_constraint_summary.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_constraint_summary_explained.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_constraint_summary_explained.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_convergence_diagnosis.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_convergence_diagnosis.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_moving_average_reward.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_moving_average_reward.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_policy_comparison.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_policy_comparison.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_reward_curve.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_reward_curve.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_top_priority_risk.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_top_priority_risk.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_training_curve.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/dqn_revised_training_curve.png.explanation.md,True,core
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,,True,support
03_图表输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/multi_model_comparison.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/README_图表解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/figure_explanations_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/03_图表输出/multi_model_comparison.png.explanation.md,True,core
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/chart_system_repair_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/code_method_explanation_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/deep_dqn_output_audit_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/deep_dqn_output_audit_report.md.explanation.md,True,core
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_core_literature.bib,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_core_literature.ris,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_literature_expansion_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_literature_notes_clean.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_model_setting_detail_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_model_setting_detail_report.md.explanation.md,True,core
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_result_interpretation_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/dqn_result_interpretation_report.md.explanation.md,True,core
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/explanation_and_reporting_skill_scout_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/output_explanation_workflow_dry_run_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/paper_output_system_detail_upgrade_report.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/zotero_clean_notes_index.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
04_报告输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/README_报告解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/04_报告输出/报告解释_local.md,,True,support
05_模型与实验,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/dqn_revised_training_log.csv,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/README_模型输出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/模型输出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/dqn_revised_training_log.csv.explanation.md,True,core
05_模型与实验,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/experiment_ledger.csv,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/README_模型输出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/模型输出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/experiment_ledger.csv.explanation.md,True,core
05_模型与实验,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/qlearning_training_log.csv,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/README_模型输出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/模型输出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/qlearning_training_log.csv.explanation.md,True,core
05_模型与实验,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/模型输出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/README_模型输出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/05_模型与实验/模型输出解释_local.md,,True,support
06_配置参数,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/06_配置参数/dqn_revised_experimental_config.yaml,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/06_配置参数/README_参数配置解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/06_配置参数/参数配置解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/06_配置参数/dqn_revised_experimental_config.yaml.explanation.md,True,core
06_配置参数,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/06_配置参数/参数配置解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/06_配置参数/README_参数配置解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/06_配置参数/参数配置解释_local.md,,True,support
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_deep_explanation.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_deep_explanation.md.explanation.md,True,core
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_function_inventory.csv,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_function_inventory.csv.explanation.md,True,core
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_method_notes.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,,True,support
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_reproducibility_notes.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,,True,support
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_to_model_setting_map.csv,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_to_model_setting_map.csv.explanation.md,True,core
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_to_outputs_map.csv,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/dqn_code_to_outputs_map.csv.explanation.md,True,core
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/run_recommended_delete_and_dqn_revised.py,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/run_recommended_delete_and_dqn_revised.py.explanation.md,True,core
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/run_recommended_delete_and_dqn_revised_annotated.py,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/run_recommended_delete_and_dqn_revised_annotated.py.explanation.md,True,core
08_代码快照,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/README_代码解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/08_代码快照/代码解释_local.md,,True,support
09_论文输出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/论文输出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/README_论文输出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/论文输出解释_local.md,,True,support
09_论文输出/04_结果,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/dqn_results_draft.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/README_Results解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/Results解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/dqn_results_draft.md.explanation.md,True,core
09_论文输出/04_结果,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/dqn_results_evidence_table.csv,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/README_Results解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/Results解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/dqn_results_evidence_table.csv.explanation.md,True,core
09_论文输出/04_结果,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/Results解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/README_Results解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/04_结果/Results解释_local.md,,True,support
09_论文输出/09_word导出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/docx_render_qa.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/README_Word导出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/Word导出解释_local.md,,True,support
